name,url,ingredients,rating,rating_count,image_url
Chef John's Swedish Meatballs,https://www.allrecipes.com/recipe/231169/chef-johns-swedish-meatballs/,"Meatballs: ; 2 tablespoons butter ; ½  yellow onion, finely chopped ; 1 ½ teaspoons fine salt ; ¼ cup milk ; 2  large eggs ; ⅓ cup plain bread crumbs ; ¾ teaspoon freshly ground black pepper ; ¼ teaspoon ground nutmeg ; ¼ teaspoon ground allspice ; 1 pinch cayenne pepper, or to taste ; 1 pound ground beef chuck ; 1 pound ground pork ;   Gravy: ; 2 tablespoons butter ; 3 tablespoons all-purpose flour ; 3 ¼ cups beef broth ; ½ cup heavy cream ; ½ teaspoon white sugar ; ¼ teaspoon Worcestershire sauce ;   salt and freshly ground black pepper to taste ;   cooking spray",4.64,565,https://www.allrecipes.com/thmb/svbjez1nemSypY5D7_sMPPe3Wro=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/967989-70da5faf504142a4a559104609797253.jpg
Easy Lasagna I,https://www.allrecipes.com/recipe/11949/easy-lasagna-i/,"1 pound lean ground beef ; 1  onion, chopped ; 1 (4.5 ounce) can mushrooms, drained ; 1 (28 ounce) jar spaghetti sauce ; 1 (16 ounce) package cottage cheese ; 1 pint part-skim ricotta cheese ; ¼ cup grated Parmesan cheese ; 2  eggs ; 1 (16 ounce) package lasagna noodles ; 8 ounces shredded mozzarella cheese",4.5,564,https://www.allrecipes.com/thmb/B87vx1j6qfE-RtKHYCuzJZzEGS0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2823761-2b7176c2627a4141af3aa380721f32d7.jpg
Cousin Cosmo's Greek Chicken,https://www.allrecipes.com/recipe/28362/cousin-cosmos-greek-chicken/,"2 tablespoons all-purpose flour, divided ; ½ teaspoon salt ; ¼ teaspoon black pepper ; ¼ pound feta cheese, crumbled ; 1 tablespoon fresh lemon juice ; 1 teaspoon dried oregano ; 6  boneless, skinless chicken breast halves ; 2 tablespoons olive oil ; 1 ½ cups water ; 1 cube chicken bouillon, crumbled ; 2 cups loosely packed torn fresh spinach leaves ; 1  ripe tomato, chopped",4.44,564,https://www.allrecipes.com/thmb/p5fPC4CBAwZt65Za9tfFs1WXQjA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/595256-7d29dc4329c1422ba6d46ea733d90ae4.jpg
Tater Tot Casserole,https://www.allrecipes.com/recipe/178993/tater-tot-casserole/,"1 pound ground beef ; 1 medium onion, chopped ; 1 (10.75 ounce) can  Campbell's® Condensed Cream of Mushroom Soup (Regular or 98% Fat Free) ; 1 tablespoon ketchup ; 1 tablespoon Worcestershire sauce ; 3 cups frozen Tater Tots",4.41,564,https://www.allrecipes.com/thmb/ypDpnHK09GCy2R0LWxCfx_wA0I0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4574482-8bc053f22c26488ea55f449be5281ad4.jpg
Peanut Noodles,https://www.allrecipes.com/recipe/13974/peanut-noodles/,"8 ounces spaghetti ; 1 bunch green onions, sliced (white parts only) ; 2 tablespoons sesame oil ; 1 teaspoon minced fresh ginger root ; ⅓ cup peanut butter ; ¼ cup soy sauce ; ¼ cup hot water ; 1 tablespoon cider vinegar ; 1 teaspoon white sugar ; ¼ teaspoon crushed red pepper flakes",4.03,563,https://www.allrecipes.com/thmb/ztL3zjGJwtU5l1n4MoEH7vyjwj8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4535761-cb28725f9f6947a19b9058509133ccb5.jpg
Snowballs II,https://www.allrecipes.com/recipe/11171/snowballs-ii/,"1 cup butter ; ½ cup confectioners' sugar ; ¼ teaspoon salt ; 1 teaspoon vanilla extract ; 2 ¼ cups all-purpose flour ; 1 cup chopped pecans ; ⅓ cup confectioners' sugar for dusting, or as needed ; ¼ cup finely crushed peppermint candy canes  (Optional)",4.77,563,https://www.allrecipes.com/thmb/GlbGRV8VvnzrSQyQ9UDH8b_PZxQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-11171-snowballs-ii-ddmfs-4x3-8e25226892ba420a8265ea83958cd488.jpg
Fabulous Zucchini Grinders,https://www.allrecipes.com/recipe/73456/fabulous-zucchini-grinders/,"1 tablespoon olive oil ; 2 cloves garlic, peeled and coarsely chopped ; 1 pinch crushed red pepper flakes ; 1 tablespoon chopped fresh basil ; 1 teaspoon red wine vinegar ; 1 teaspoon white sugar ; 1 (14.5 ounce) can diced tomatoes ;   salt and pepper to taste ; 1 tablespoon butter ; 2 medium zucchini, cubed ; 1 pinch red pepper flakes ;   salt and pepper to taste ; 1 ½ cups shredded mozzarella cheese ; 4 (6 inch) French or Italian sandwich rolls, split",4.57,563,https://www.allrecipes.com/thmb/-YS1a4P83J7nyZ-7yfWywqBt-VQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/613552-2b2733ef0619453d89c45b485adf2cb9.jpg
White Chili I,https://www.allrecipes.com/recipe/8627/white-chili-i/,"1 tablespoon olive oil ; 4  skinless, boneless chicken breast halves - cubed ; 1  onion, chopped ; 1 ¼ cups chicken broth ; 1 (4 ounce) can diced green chiles ; 1 teaspoon garlic powder ; 1 teaspoon ground cumin ; ½ teaspoon dried oregano ; ½ teaspoon dried cilantro ; ⅛ teaspoon cayenne pepper ; 1 (15 ounce) can cannellini beans, drained and rinsed ; 2  green onions, chopped ; 2 ounces shredded Monterey Jack cheese",4.45,562,https://www.allrecipes.com/thmb/xglOJA3YMGAxU-l_EFgMu0rt850=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/94525-9913ea2cf88140e7a5a2e83f0cf148fe.jpg
Bread Pudding I,https://www.allrecipes.com/recipe/9418/bread-pudding-i/,"10 slices white bread, cut into cubes ; ¼ cup margarine, melted ; ½ cup raisins ; 1 teaspoon ground cinnamon ; 6  eggs ; ¾ cup white sugar ; 2 teaspoons vanilla extract ; ½ teaspoon salt ; 3 cups hot milk ; 1 pinch ground nutmeg",4.64,562,https://www.allrecipes.com/thmb/kDeb6CGywAz2bnZwKPIGv57Ye5c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7245293-a8fd91235f7d44bd8ebdc35968af34f7.jpg
Garlic Salmon,https://www.allrecipes.com/recipe/20193/garlic-salmon/,"1 ½ pounds salmon fillet ;   salt and pepper to taste ; 3 cloves garlic, minced ; 1 sprig fresh dill, chopped ; 5 slices  lemon ; 5 sprigs fresh dill weed ; 2  green onions, chopped",4.52,561,https://www.allrecipes.com/thmb/ld04b8gBcvNSEcRwQTKgZ8qQ8lA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/367824-66b52b608aee4f47b091ac841f51258d.jpg
Mama's Best Broiled Tomato Sandwich,https://www.allrecipes.com/recipe/25911/mamas-best-broiled-tomato-sandwich/,"2 tablespoons olive oil ; 2 tablespoons balsamic vinegar ; 4  ripe tomatoes, sliced ; 3 tablespoons mayonnaise ; ½ teaspoon dried parsley ; ¼ teaspoon dried oregano ; ¼ teaspoon black pepper ; 3 tablespoons grated Parmesan cheese, divided ; 4 slices bread, lightly toasted",4.59,561,https://www.allrecipes.com/thmb/mzrSNvkObfeJz_v3AWSObcQaIRg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/698855-49fd2472cbf94cc98c31e487492c3c8f.jpg
Crab Quiche I,https://www.allrecipes.com/recipe/12733/crab-quiche-i/,"½ cup mayonnaise ; 2 tablespoons all-purpose flour ; 2  eggs, beaten ; ½ cup milk ; 1 cup crab meat ; 1 cup diced Swiss cheese ; ½ cup chopped green onions ; 1 (9 inch) unbaked pie crust",4.5,561,https://www.allrecipes.com/thmb/p7XWFA82zqituHmI4_4jWN6iAys=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/687839-a928614b91b9410cade61be78c1935b5.jpg
Strawberry Shortcake,https://www.allrecipes.com/recipe/8201/strawberry-shortcake/,3 pints fresh strawberries ; ½ cup white sugar ; 2 ¼ cups all-purpose flour ; 4 teaspoons baking powder ; 2 tablespoons white sugar ; ¼ teaspoon salt ; ⅓ cup shortening ; 1  egg ; ⅔ cup milk ; 2 cups whipped heavy cream,4.16,561,https://www.allrecipes.com/thmb/0kfzN0CBam7vTnAnWXpvoFIY2e8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8201-strawberry-shortcake-ddmfs-5775-hero-3x4-47272b202c594de0a4221f3a7cab4087.jpg
Chef John's Peanut Curry Chicken,https://www.allrecipes.com/recipe/244979/chef-johns-peanut-curry-chicken/,"1 tablespoon kosher salt, plus more to taste ; 2 teaspoons ground coriander ; 2 teaspoons ground cumin ; 1 teaspoon ground turmeric ; 1 teaspoon paprika ; ½ teaspoon cayenne pepper ; 2 ½ pounds skinless, boneless chicken thighs, cut into 2-inch pieces ; 2 tablespoons vegetable oil ; 1 large yellow onion, chopped ; 6 cloves garlic, minced ; 1 tablespoon finely grated fresh ginger ; 3 ½ cups chicken broth, or to taste ; ¾ cup unsweetened natural peanut butter ; ½ cup ketchup ; 1 tablespoon packed brown sugar ; 1 pound zucchini, cut into chunks ; 1  red bell pepper, cut into chunks ; 1  green poblano pepper, diced ; 2 cups hot cooked rice ; 1  lime, for garnish ; ½ cup roasted peanuts, plus more for garnish ; 3 tablespoons chopped fresh cilantro, for garnish",4.8,560,https://www.allrecipes.com/thmb/JfBbVNl15KO97TADQNNkFkvKD4k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9200904-chef-johns-peanut-curry-chicken-dsimas916-1x1-1-76f52f8d596d4815b77cb4d57dde0a44.jpg
Quiche Lorraine I,https://www.allrecipes.com/recipe/17515/quiche-lorraine-i/,"1 (9 inch) prepared pie crust ; 12 slices bacon ; 1 cup shredded Swiss cheese ; ⅓ cup minced onion ; 4  eggs, beaten ; 2 cups light cream ; ¾ teaspoon salt ; ¼ teaspoon white sugar ; ⅛ teaspoon cayenne pepper",4.57,560,https://www.allrecipes.com/thmb/plG7UKAQvPQdn04AA_SBfj88ki0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/17515-quiche-lorraine-i-DDMFS-4x3-efda035d462a4242b7a18f39e21df047.jpg
Best Bread Pudding with Vanilla Sauce,https://www.allrecipes.com/recipe/217181/best-bread-pudding-with-vanilla-sauce/,"3  eggs, beaten ; 1 ½ cups white sugar ; 2 tablespoons light brown sugar ; ½ teaspoon ground cinnamon ; ¼ cup butter, melted ; 3 cups whole milk ; 10 slices hearty farmhouse-style bread, toasted and cut into cubes ; 1 cup raisins ; ½ cup light brown sugar ; 1 tablespoon all-purpose flour ; 1 pinch ground cinnamon ; 1  egg ; 2 tablespoons butter, melted ; 1 ¼ cups whole milk ; 1 pinch salt ; 1 tablespoon vanilla extract",4.8,560,https://www.allrecipes.com/thmb/b-OJtOfY23ROsb9Kp5k11R7gjlA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1112576-3335c5aad3794fbd93e269ba35d38fe7.jpg
Delicious Chicken Casserole,https://www.allrecipes.com/recipe/81027/delicious-chicken-casserole/,"4  skinless, bone-in chicken breast halves ; 2 stalks celery, cut into thirds ; ½ teaspoon salt ; ⅛ teaspoon pepper ; 1 cup cooked rice ; 6 ounces sour cream ; 2 (10.5 ounce) cans condensed cream of chicken soup ; ¼ teaspoon celery salt ; ⅛ teaspoon onion powder ; ¼ teaspoon garlic powder ;   salt and pepper to taste ; 2 cups crushed buttery round crackers ; ½ cup butter or margarine, melted",4.34,560,https://www.allrecipes.com/thmb/Au_jsMbwGgUu82UNHRQw3DEvzog=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8120112-6e4a977626bb43d29b508a0801306474.jpg
Country Breakfast Casserole,https://www.allrecipes.com/recipe/53314/country-breakfast-casserole/,"1 (16 ounce) package breakfast sausage ; 1  chopped green onion ; 2 cups shredded Cheddar cheese ; 6  eggs, lightly beaten ; 1 cup water ; ½ cup milk ; 1 (2.64 ounce) package country gravy mix ; 6 slices bread, cut into 1 inch cubes ; 2 tablespoons melted butter  (Optional); ½ teaspoon paprika to taste",4.57,559,https://www.allrecipes.com/thmb/0XNojTEUz0QL8RY-o-E9mzHFzD4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6562719-54fe21df8d2c46f6a9793e7300f2b748.jpg
Applesauce Bars,https://www.allrecipes.com/recipe/46395/applesauce-bars/,"¼ cup butter or margarine, softened ; ⅔ cup brown sugar ; 1  egg ; 1 cup applesauce ; 1 cup all-purpose flour ; 1 teaspoon baking soda ; ½ teaspoon salt ; 1 teaspoon pumpkin pie spice ; 1 ½ cups confectioners' sugar ; 3 tablespoons margarine, melted ; 1 tablespoon milk ; 1 teaspoon vanilla extract",4.53,559,https://www.allrecipes.com/thmb/i-ijYaR3VeIQVw3WuSx2pMWM7aM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/366305-38b70d5316174a02bbddc4f563a1d67a.jpg
Kelsey's Favorite Stuffed Green Peppers,https://www.allrecipes.com/recipe/26615/kelseys-favorite-stuffed-green-peppers/,"2 cups water ; 1 cup uncooked white rice ; 3 large green bell peppers, halved and seeded ; 1 ½ pounds lean ground beef ; 1  onion, diced ;   garlic powder to taste ;   salt to taste ;   ground black pepper to taste ; 1 (15 ounce) can tomato sauce ; 2 cups finely shredded mozzarella cheese",4.39,558,https://www.allrecipes.com/thmb/M9gV5OWP7OUCN51ENCfk-uHtDCE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/417011-03cf5a5661114a05bb4899669ef7370e.jpg
Baked Bar-be-Que Chicken,https://www.allrecipes.com/recipe/8619/baked-bar-be-que-chicken/,"1 (2 to 3 pound) whole chicken, cut into pieces ; 2 teaspoons garlic powder ; 1 ½ cups prepared barbecue sauce",4.47,558,https://www.allrecipes.com/thmb/_nHqCGydqci3KiLEAfYiNRkXO8M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/700228-704a10a36b0c46e99192a399d0e40530.jpg
Mexican Beef Casserole,https://www.allrecipes.com/recipe/22122/mexican-beef-casserole/,1 pound lean ground beef ; 1 (15 ounce) can ranch-style beans ; 1 (14.5 ounce) can peeled and diced tomatoes ; 1 (10.75 ounce) can  condensed cream of mushroom soup ; 1 (12 ounce) package corn tortillas ; 4 cups shredded Cheddar cheese ; 2 tablespoons chili powder,4.46,557,https://www.allrecipes.com/thmb/FTWWQLLqx8CBBdscfsj5MITI50o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6220741-ca3082a3242449a682f03f34be7acc17.jpg
Spinach Quiche with Cottage Cheese,https://www.allrecipes.com/recipe/21686/spinach-quiche-with-cottage-cheese/,"1 (10 ounce) package frozen chopped spinach, thawed  ; 1 bunch green onions, finely chopped (white parts only) ; 4  eggs, beaten ; 1 (16 ounce) package cottage cheese ; 2 cups shredded Cheddar cheese ; ¼ cup crushed croutons",4.6,557,https://www.allrecipes.com/thmb/UKZyCPThRO6t9slazPTgGQyoj74=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9271104-a532a90b2758404da6205178247e738d.jpg
Coconut Cream Cake I,https://www.allrecipes.com/recipe/17354/coconut-cream-cake-i/,1 (18.25 ounce) package white cake mix ; 3  eggs ; ⅓ cup vegetable oil ; 1 cup water ; ½ teaspoon coconut extract ; 1 (14 ounce) can sweetened cream of coconut ; 1 (14 ounce) can sweetened condensed milk ; 1 cup heavy whipping cream ; 1 tablespoon white sugar ; 1 cup flaked coconut,4.7,556,https://www.allrecipes.com/thmb/FqA35fc8txbFn50iDZK6Nl5aaFA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4422673-coconut-cream-cake-i-Herschel-Mikel-4x3-1-bf40c73f2b854e3bb0fd150f92efe57b.jpg
Vegetarian Mexican Inspired Stuffed Peppers,https://www.allrecipes.com/recipe/231514/vegetarian-mexican-inspired-stuffed-peppers/,"1 tablespoon salt ; 4 large green bell peppers - tops, seeds, and membranes removed ; 1 tablespoon olive oil ; ½ cup chopped onion ; 2 cups cooked rice ; 1 (15 ounce) can black beans, drained and rinsed ; 1 (14.5 ounce) can chili-style diced tomatoes ; 1 teaspoon chili powder ; 1 teaspoon garlic salt ; ½ teaspoon ground cumin ; ½ teaspoon salt ; 1 (8 ounce) package shredded Mexican cheese blend (such as Sargento® Authentic Mexican)",4.72,556,https://www.allrecipes.com/thmb/E3Fb_InQzzaBJwaP2W4nCn-nzDs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/231514-vegetarian-mexican-inspired-stuffed-peppers-DDMFS-4x3-5be7a1f8b64d4465848ddb9a3aef4084.jpg
Eggplant Croquettes,https://www.allrecipes.com/recipe/14019/eggplant-croquettes/,"2  medium eggplants, peeled and cubed ; 1 cup shredded sharp Cheddar cheese ; 1 cup Italian seasoned bread crumbs ; 2  eggs, beaten ; 2 tablespoons dried parsley ; 2 tablespoons chopped onion ; 1 clove garlic, minced ; 1 cup vegetable oil for frying ; 1 teaspoon salt ; ½ teaspoon ground black pepper",4.38,556,https://www.allrecipes.com/thmb/mT9kVOkModGoGcEsdGUnmyGhrIE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5605392-e1a8c43d5b1746f29164396cec0c8df9.jpg
Mom's Best Pork Chops,https://www.allrecipes.com/recipe/77543/moms-best-pork-chops/,"2  eggs ; ½ teaspoon garlic powder ; ½ teaspoon onion powder ; 3 (4 ounce) packets saltine crackers, crushed ; 3 tablespoons vegetable oil ; 6  thin cut pork chops",4.42,556,https://www.allrecipes.com/thmb/fvn-wPK1dhkFiMrBoBFgpKxOfS8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/77543-Moms-Best-Pork-Chops-ddmfs-0113-4x3-c5567369fb7e4483bab3e18313536a92.jpg
Chicken a la King I,https://www.allrecipes.com/recipe/8564/chicken-a-la-king-i/,"1 (4.5 ounce) can mushrooms, drained, liquid reserved ; 1  green bell pepper, chopped ; ½ cup butter ; ½ cup all-purpose flour ; 1 teaspoon salt ; ¼ teaspoon ground black pepper ; 1 ½ teaspoons chicken bouillon powder ; 1 ½ cups milk ; 1 ¼ cups hot water ; 4  cooked, boneless chicken breast halves, chopped ; 4 ounces chopped pimento",4.57,555,https://www.allrecipes.com/thmb/KJG14JLqJ4XyvlF6Zg0ETqyOD64=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8564_ChickenALaKing_MFS_223-e39a66d3cb3c4c329ee100c6ef56ae77.jpg
Eggs Benedict,https://www.allrecipes.com/recipe/17205/eggs-benedict/,"4  egg yolks ; 3 ½ tablespoons lemon juice ; 1 pinch ground white pepper ; ⅛ teaspoon Worcestershire sauce ; 1 tablespoon water ; 1 cup butter, melted ; ¼ teaspoon salt ; 8  eggs ; 1 teaspoon distilled white vinegar ; 8 strips Canadian-style bacon ; 4  English muffins, split ; 2 tablespoons butter, softened",4.03,555,https://www.allrecipes.com/thmb/QVMaPhXnj1HQ70C7Ka9WYtuipHg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/17205-eggs-benedict-DDMFS-4x3-a0042d5ae1da485fac3f468654187db0.jpg
Lola's Horchata,https://www.allrecipes.com/recipe/141828/lolas-horchata/,1 cup uncooked white long-grain rice ; 5 cups water ; ½ cup milk ; ½ tablespoon vanilla extract ; ½ tablespoon ground cinnamon ; ⅔ cup white sugar,4.43,555,https://www.allrecipes.com/thmb/e9QqDRoeha0gJbb0bfPt_AYSQDU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3365053-lolas-horchata-KGora-4x3-f927b7fff4a8443480e08ccd7965a755.jpg
Seafood Enchiladas,https://www.allrecipes.com/recipe/18093/seafood-enchiladas/,"1  onion, chopped ; 1 tablespoon butter ; ½ pound fresh crabmeat ; ¼ pound shrimp - peeled, deveined and coarsely chopped ; 8 ounces Colby cheese ; 6 (10 inch) flour tortillas ; 1 cup half-and-half cream ; ½ cup sour cream ; ¼ cup butter, melted ; 1 ½ teaspoons dried parsley ; ½ teaspoon garlic salt",4.35,555,https://www.allrecipes.com/thmb/UfKW3RnBW9TleY23BYhFPS7Sm28=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6808002-7d7126c27eeb4639bdfe7d37b1696623.jpg
Ground Turkey Casserole,https://www.allrecipes.com/recipe/18786/ground-turkey-casserole/,1 pound ground turkey ; 1 (15 ounce) can tomato sauce ; 1 teaspoon white sugar ; 1 (8 ounce) container sour cream ; 1 (8 ounce) package cream cheese ; 1 (12 ounce) package uncooked egg noodles ; 2 cups shredded Cheddar cheese,4.02,554,https://www.allrecipes.com/thmb/itDmXkd7WTU0QNVneuXqUuPSuzo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4512035-9df47e33d92246d7a9f779c5d08cde9f.jpg
Easy Red Beans and Rice,https://www.allrecipes.com/recipe/34419/easy-red-beans-and-rice/,"2 cups water ; 1 cup uncooked rice ; 1 (16 ounce) package turkey kielbasa, cut diagonally into 1/4 inch slices ; 1  onion, chopped ; 1  green bell pepper, chopped ; 1 clove chopped garlic ; 2 (15 ounce) cans canned kidney beans, drained ; 1 (16 ounce) can whole peeled tomatoes, chopped ; ½ teaspoon dried oregano ;   salt to taste ; ½ teaspoon pepper",4.34,554,https://www.allrecipes.com/thmb/I-wY9aDipjfndhu1ehiJETxdNyI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/34419-easy-red-beans-and-rice-ddmfs-4543-4x3-beauty-29875f647d074f688db03e47e8108014.jpg
Shrimp and Feta Cheese Pasta,https://www.allrecipes.com/recipe/21120/shrimp-and-feta-cheese-pasta/,"3 tablespoons olive oil ; 1 pound shrimp, peeled and deveined ; 5 cloves garlic, minced ; 1 tablespoon white wine ; 1 pound linguine pasta ; 2  tomatoes, chopped ; 1 teaspoon dried oregano ; ½ teaspoon dried basil ; 1 (6 ounce) package crumbled feta cheese",4.48,553,https://www.allrecipes.com/thmb/8IeeiuXAe6FIBW5-YLt79jjxeOY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9375564-shrimp-and-feta-cheese-pasta-Laurahallie-4x3-1-9a15f0aa386f4ccba191ebfb3540888e.jpg
Famous Chicken Francaise,https://www.allrecipes.com/recipe/15181/famous-chicken-francaise/,"1  egg, beaten ; ½  lemon, juiced ; 1 cup all-purpose flour ; 1 pinch garlic powder ; 1 pinch paprika ; 6  skinless, boneless chicken breast halves ; 2 tablespoons butter ; 1 (14.5 ounce) can chicken broth ; 1  lemon, juiced ; 6 slices  lemon, for garnish ; 2 sprigs fresh parsley, for garnish",4.3,553,https://www.allrecipes.com/thmb/SuPLZ1VWRhLm6rGgkIh1hlTen6A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-15181-famous-chicken-francaise-DDMFS-4x3-f01ef7805fb94661919a322907a22155.jpg
